0,1
100,2
200,3
400,4
800,5
1500,6
2600,7
4200,8
6400,9
9300,10
13000,11
17600,12
23200,13
29900,14
37800,15
47000,16
57600,17
69700,18
83400,19
98800,20
116000,21
135100,22
156200,23
179400,24
204800,25
232500,26
262600,27
295200,28
330400,29
368300,30
409000,31
452600,32
499200,33
548900,34
601800,35
658000,36
717600,37
780700,38
847400,39
917800,40
992000,41
1070100,42
1152200,43
1238400,44
1328800,45
1423500,46
1522600,47
1626200,48
1734400,49
1847300,50
1965000,51
2087600,52
2215200,53
2347900,54
2485800,55
2629000,56
2777600,57
2931700,58
3091400,59
3256800,60
3428000,61
3605100,62
3788200,63
3977400,64
4172800,65
4374500,66
4582600,67
4797200,68
5018400,69
5246300,70
5481000,71
5722600,72
5971200,73
6226900,74
6489800,75
6760000,76
7037600,77
7322700,78
7615400,79
7915800,80
8224000,81
8540100,82
8864200,83
9196400,84
9536800,85
9885500,86
10242600,87
10608200,88
10982400,89
11365300,90
11757000,91
12157600,92
12567200,93
12985900,94
13413800,95
13851000,96
14297600,97
14753700,98
15219400,99
15694800,100
16180000,101
16675100,102
17180200,103
17695400,104
18220800,105
18756500,106
19302600,107
19859200,108
20426400,109
21004300,110
21593000,111
22192600,112
22803200,113
23424900,114
24057800,115
24702000,116
25357600,117
26024700,118
26703400,119
27393800,120
28096000,121
28810100,122
29536200,123
30274400,124
31024800,125
31787500,126
32562600,127
33350200,128
34150400,129
34963300,130
35789000,131
36627600,132
37479200,133
38343900,134
39221800,135
40113000,136
41017600,137
41935700,138
42867400,139
43812800,140
44772000,141
45745100,142
46732200,143
47733400,144
48748800,145
49778500,146
50822600,147
51881200,148
52954400,149
54042300,150
55145000,151
56262600,152
57395200,153
58542900,154
59705800,155
60884000,156
62077600,157
63286700,158
64511400,159
65751800,160
67008000,161
68280100,162
69568200,163
70872400,164
72192800,165
73529500,166
74882600,167
76252200,168
77638400,169
79041300,170
80461000,171
81897600,172
83351200,173
84821900,174
86309800,175
87815000,176
89337600,177
90877700,178
92435400,179
94010800,180
95604000,181
97215100,182
98844200,183
100491400,184
102156800,185
103840500,186
105542600,187
107263200,188
109002400,189
110760300,190
112537000,191
114332600,192
116147200,193
117980900,194
119833800,195
121706000,196
123597600,197
125508700,198
127439400,199
129389800,200
131360000,201
133350100,202
135360200,203
137390400,204
139440800,205
141511500,206
143602600,207
145714200,208
147846400,209
149999300,210
152173000,211
154367600,212
156583200,213
158819900,214
161077800,215
163357000,216
165657600,217
167979700,218
170323400,219
172688800,220
175076000,221
177485100,222
179916200,223
182369400,224
184844800,225
187342500,226
189862600,227
192405200,228
194970400,229
197558300,230
200169000,231
202802600,232
205459200,233
208138900,234
210841800,235
213568000,236
216317600,237
219090700,238
221887400,239
224707800,240
227552000,241
230420100,242
233312200,243
236228400,244
239168800,245
242133500,246
245122600,247
248136200,248
251174400,249
254237300,250
257325000,251
260437600,252
263575200,253
266737900,254
269925800,255
273139000,256
276377600,257
279641700,258
282931400,259
286246800,260
289588000,261
292955100,262
296348200,263
299767400,264
303212800,265
306684500,266
310182600,267
313707200,268
317258400,269
320836300,270
324441000,271
328072600,272
331731200,273
335416900,274
339129800,275
342870000,276
346637600,277
350432700,278
354255400,279
358105800,280
361984000,281
365890100,282
369824200,283
373786400,284
377776800,285
381795500,286
385842600,287
389918200,288
394022400,289
398155300,290
402317000,291
406507600,292
410727200,293
414975900,294
419253800,295
423561000,296
427897600,297
432263700,298
436659400,299
441084800,300
